customer_id,customer_name,total_orders,total_revenue
487,Cust_487,6,29635.0000
239,Cust_239,14,86467.0000
1157,Cust_1157,10,97382.0000
761,Cust_761,12,68958.0000
1683,Cust_1683,7,34336.0000
2667,Cust_2667,12,95096.0000
3774,Cust_3774,10,63262.0000
4313,Cust_4313,14,75691.0000
2968,Cust_2968,12,86029.0000
185,Cust_185,16,110789.0000
4669,Cust_4669,6,32810.0000
3755,Cust_3755,13,67851.0000
4124,Cust_4124,7,45091.0000
1237,Cust_1237,9,46911.0000
3608,Cust_3608,8,68501.0000
4744,Cust_4744,8,69354.0000
252,Cust_252,4,35473.0000
1699,Cust_1699,11,79113.0000
2154,Cust_2154,13,70721.0000
2260,Cust_2260,11,74652.0000
4453,Cust_4453,15,104156.0000
2572,Cust_2572,8,53137.0000
2372,Cust_2372,11,114501.0000
4222,Cust_4222,15,118375.0000
4002,Cust_4002,10,76636.0000
3109,Cust_3109,10,51890.0000
3285,Cust_3285,8,50117.0000
4545,Cust_4545,10,66653.0000
1526,Cust_1526,11,76949.0000
1276,Cust_1276,8,41206.0000
2348,Cust_2348,11,71888.0000
2525,Cust_2525,16,124520.0000
3751,Cust_3751,10,52950.0000
4128,Cust_4128,9,71455.0000
3014,Cust_3014,10,78079.0000
184,Cust_184,7,40061.0000
182,Cust_182,7,24556.0000
4955,Cust_4955,10,69289.0000
2827,Cust_2827,6,40222.0000
1658,Cust_1658,9,52474.0000
3342,Cust_3342,7,46633.0000
4324,Cust_4324,12,77322.0000
1859,Cust_1859,14,102652.0000
4039,Cust_4039,13,76057.0000
1134,Cust_1134,12,77454.0000
327,Cust_327,8,65821.0000
2355,Cust_2355,16,99397.0000
4096,Cust_4096,10,57819.0000
2041,Cust_2041,10,91542.0000
75,Cust_75,5,43224.0000
3455,Cust_3455,16,83044.0000
702,Cust_702,8,49314.0000
13,Cust_13,12,97606.0000
4914,Cust_4914,12,74768.0000
225,Cust_225,9,63658.0000
65,Cust_65,9,40843.0000
3535,Cust_3535,19,141606.0000
2288,Cust_2288,6,43871.0000
1370,Cust_1370,8,61370.0000
3000,Cust_3000,9,46532.0000
4873,Cust_4873,12,63250.0000
2462,Cust_2462,11,69561.0000
3155,Cust_3155,7,48475.0000
4148,Cust_4148,6,43426.0000
427,Cust_427,3,15222.0000
4910,Cust_4910,10,63158.0000
488,Cust_488,9,61355.0000
4116,Cust_4116,5,35984.0000
3645,Cust_3645,8,59561.0000
4498,Cust_4498,10,48005.0000
2843,Cust_2843,6,22571.0000
1100,Cust_1100,6,43592.0000
4912,Cust_4912,13,52749.0000
2786,Cust_2786,9,64413.0000
49,Cust_49,10,87257.0000
1923,Cust_1923,15,123413.0000
3952,Cust_3952,14,100307.0000
1964,Cust_1964,14,97275.0000
1491,Cust_1491,7,52252.0000
2589,Cust_2589,13,68557.0000
1590,Cust_1590,9,47019.0000
2521,Cust_2521,10,59417.0000
2341,Cust_2341,14,72148.0000
647,Cust_647,5,18585.0000
3177,Cust_3177,15,77665.0000
3634,Cust_3634,11,55973.0000
4063,Cust_4063,15,117515.0000
705,Cust_705,12,115767.0000
1955,Cust_1955,8,59803.0000
2353,Cust_2353,11,80711.0000
4739,Cust_4739,8,44028.0000
1201,Cust_1201,8,48169.0000
1958,Cust_1958,9,60180.0000
3430,Cust_3430,9,55012.0000
3495,Cust_3495,5,17811.0000
3848,Cust_3848,6,43796.0000
3972,Cust_3972,4,32301.0000
4171,Cust_4171,7,39916.0000
372,Cust_372,5,39445.0000
4474,Cust_4474,11,81822.0000
256,Cust_256,13,76747.0000
4767,Cust_4767,11,71024.0000
807,Cust_807,16,69967.0000
4977,Cust_4977,8,69485.0000
1216,Cust_1216,7,48685.0000
685,Cust_685,14,85421.0000
2218,Cust_2218,9,58355.0000
4797,Cust_4797,12,99668.0000
1241,Cust_1241,8,50646.0000
1792,Cust_1792,5,62347.0000
4736,Cust_4736,9,61022.0000
3865,Cust_3865,6,42599.0000
3290,Cust_3290,13,92935.0000
639,Cust_639,9,53117.0000
516,Cust_516,12,84938.0000
4500,Cust_4500,8,52627.0000
4150,Cust_4150,7,74157.0000
4707,Cust_4707,6,32348.0000
4847,Cust_4847,11,63502.0000
4152,Cust_4152,11,53661.0000
3875,Cust_3875,7,62440.0000
3190,Cust_3190,8,44208.0000
679,Cust_679,10,59054.0000
3740,Cust_3740,11,77550.0000
4019,Cust_4019,15,95001.0000
3550,Cust_3550,15,118540.0000
58,Cust_58,8,55790.0000
3539,Cust_3539,8,71733.0000
214,Cust_214,10,64719.0000
4492,Cust_4492,13,104084.0000
3048,Cust_3048,11,42539.0000
1388,Cust_1388,11,81307.0000
3621,Cust_3621,10,48659.0000
1959,Cust_1959,10,57370.0000
1735,Cust_1735,11,100466.0000
2466,Cust_2466,7,39985.0000
1775,Cust_1775,12,96787.0000
4607,Cust_4607,9,61167.0000
2342,Cust_2342,7,32281.0000
1554,Cust_1554,16,95141.0000
2875,Cust_2875,6,35438.0000
3121,Cust_3121,10,91862.0000
1990,Cust_1990,12,49654.0000
3486,Cust_3486,8,44375.0000
2268,Cust_2268,10,86347.0000
2151,Cust_2151,14,99953.0000
1339,Cust_1339,12,66873.0000
1129,Cust_1129,12,75740.0000
2350,Cust_2350,10,66054.0000
238,Cust_238,15,93926.0000
3658,Cust_3658,16,101802.0000
226,Cust_226,10,64783.0000
67,Cust_67,12,67528.0000
314,Cust_314,12,121919.0000
1791,Cust_1791,13,78721.0000
3980,Cust_3980,9,65238.0000
4440,Cust_4440,17,140485.0000
844,Cust_844,8,55351.0000
3421,Cust_3421,12,55637.0000
3910,Cust_3910,10,85108.0000
1218,Cust_1218,10,56224.0000
1166,Cust_1166,9,78507.0000
4250,Cust_4250,8,28574.0000
4732,Cust_4732,10,87318.0000
698,Cust_698,5,20390.0000
2335,Cust_2335,7,26184.0000
1806,Cust_1806,5,16857.0000
3830,Cust_3830,10,44777.0000
3021,Cust_3021,6,52803.0000
146,Cust_146,8,47362.0000
1911,Cust_1911,12,65016.0000
897,Cust_897,6,14201.0000
344,Cust_344,10,67382.0000
2468,Cust_2468,8,64738.0000
1169,Cust_1169,8,70719.0000
2437,Cust_2437,7,41876.0000
1126,Cust_1126,9,60376.0000
1236,Cust_1236,15,84628.0000
2594,Cust_2594,9,54505.0000
338,Cust_338,8,54207.0000
1065,Cust_1065,12,66480.0000
1501,Cust_1501,12,83835.0000
2225,Cust_2225,11,49686.0000
4522,Cust_4522,18,81193.0000
3622,Cust_3622,15,95124.0000
1671,Cust_1671,8,39510.0000
2812,Cust_2812,13,117789.0000
4755,Cust_4755,9,60177.0000
2614,Cust_2614,11,91830.0000
1247,Cust_1247,7,60561.0000
4808,Cust_4808,6,38558.0000
2895,Cust_2895,12,69364.0000
856,Cust_856,10,64055.0000
4117,Cust_4117,15,84755.0000
4329,Cust_4329,10,63078.0000
2713,Cust_2713,5,43350.0000
4297,Cust_4297,8,40112.0000
3708,Cust_3708,4,38604.0000
1428,Cust_1428,9,45469.0000
2107,Cust_2107,7,39820.0000
1070,Cust_1070,12,65720.0000
355,Cust_355,11,55615.0000
2452,Cust_2452,9,50810.0000
212,Cust_212,13,96567.0000
4701,Cust_4701,5,17778.0000
520,Cust_520,9,56765.0000
2856,Cust_2856,9,96614.0000
3417,Cust_3417,9,42174.0000
3168,Cust_3168,6,35834.0000
853,Cust_853,6,15352.0000
2068,Cust_2068,9,39731.0000
1670,Cust_1670,6,22407.0000
4004,Cust_4004,8,43431.0000
375,Cust_375,6,44951.0000
4902,Cust_4902,12,84823.0000
1432,Cust_1432,7,54970.0000
1827,Cust_1827,12,76625.0000
3619,Cust_3619,13,74422.0000
4518,Cust_4518,11,72954.0000
1933,Cust_1933,10,68835.0000
676,Cust_676,16,87525.0000
809,Cust_809,9,56488.0000
401,Cust_401,12,76421.0000
1789,Cust_1789,10,71910.0000
1486,Cust_1486,10,63715.0000
1613,Cust_1613,12,57702.0000
2131,Cust_2131,6,30099.0000
3921,Cust_3921,12,81067.0000
4516,Cust_4516,9,33949.0000
2422,Cust_2422,14,77118.0000
2458,Cust_2458,9,41366.0000
2809,Cust_2809,14,117943.0000
3061,Cust_3061,9,29545.0000
531,Cust_531,14,84811.0000
4960,Cust_4960,9,76248.0000
507,Cust_507,10,49179.0000
2562,Cust_2562,5,45310.0000
205,Cust_205,14,78157.0000
861,Cust_861,13,108046.0000
4704,Cust_4704,11,47195.0000
2495,Cust_2495,6,42418.0000
2245,Cust_2245,9,64279.0000
330,Cust_330,15,76144.0000
2312,Cust_2312,16,60503.0000
975,Cust_975,15,106773.0000
90,Cust_90,11,57603.0000
1479,Cust_1479,9,64434.0000
3400,Cust_3400,7,27339.0000
2240,Cust_2240,7,48569.0000
3245,Cust_3245,9,47483.0000
3291,Cust_3291,11,65620.0000
3903,Cust_3903,13,79295.0000
1922,Cust_1922,5,38606.0000
412,Cust_412,11,72849.0000
2951,Cust_2951,6,56921.0000
447,Cust_447,13,90594.0000
2527,Cust_2527,12,75466.0000
3627,Cust_3627,9,65357.0000
2591,Cust_2591,10,56480.0000
1558,Cust_1558,11,91529.0000
2429,Cust_2429,17,120951.0000
1326,Cust_1326,7,47116.0000
2356,Cust_2356,13,101759.0000
2269,Cust_2269,11,96767.0000
1586,Cust_1586,9,36356.0000
4184,Cust_4184,14,89919.0000
681,Cust_681,7,49314.0000
1156,Cust_1156,10,65952.0000
1573,Cust_1573,10,64333.0000
428,Cust_428,10,79231.0000
2471,Cust_2471,7,49268.0000
2037,Cust_2037,14,93258.0000
922,Cust_922,10,50224.0000
2367,Cust_2367,13,57698.0000
3456,Cust_3456,7,60637.0000
4896,Cust_4896,7,34080.0000
1529,Cust_1529,7,41543.0000
4257,Cust_4257,10,69178.0000
1327,Cust_1327,7,50641.0000
3979,Cust_3979,10,60933.0000
994,Cust_994,6,31762.0000
2722,Cust_2722,9,57888.0000
4494,Cust_4494,12,65623.0000
2482,Cust_2482,10,67493.0000
27,Cust_27,13,94821.0000
724,Cust_724,10,33301.0000
2008,Cust_2008,12,75778.0000
2776,Cust_2776,12,69791.0000
4737,Cust_4737,11,72288.0000
1549,Cust_1549,11,85176.0000
4887,Cust_4887,9,54635.0000
1970,Cust_1970,8,46136.0000
859,Cust_859,7,58489.0000
137,Cust_137,10,60865.0000
1765,Cust_1765,6,29890.0000
3401,Cust_3401,9,52784.0000
3743,Cust_3743,12,43235.0000
4038,Cust_4038,9,42240.0000
43,Cust_43,8,83764.0000
1976,Cust_1976,9,57500.0000
2983,Cust_2983,3,22573.0000
4609,Cust_4609,10,80434.0000
2443,Cust_2443,10,89532.0000
1914,Cust_1914,9,64516.0000
512,Cust_512,6,33464.0000
3801,Cust_3801,11,56536.0000
3172,Cust_3172,5,16821.0000
877,Cust_877,6,46305.0000
3560,Cust_3560,6,43375.0000
3753,Cust_3753,10,69909.0000
1061,Cust_1061,9,48161.0000
3925,Cust_3925,8,56349.0000
1335,Cust_1335,9,42924.0000
4274,Cust_4274,5,39641.0000
2023,Cust_2023,10,80785.0000
4569,Cust_4569,10,77865.0000
2882,Cust_2882,12,71801.0000
1123,Cust_1123,8,37348.0000
1305,Cust_1305,9,58569.0000
4331,Cust_4331,9,41549.0000
4071,Cust_4071,8,45896.0000
3576,Cust_3576,11,66114.0000
1383,Cust_1383,16,91831.0000
1337,Cust_1337,7,26130.0000
4485,Cust_4485,6,25967.0000
3932,Cust_3932,8,68956.0000
188,Cust_188,11,66305.0000
1720,Cust_1720,11,57542.0000
4943,Cust_4943,15,101559.0000
2219,Cust_2219,10,81780.0000
2070,Cust_2070,8,58920.0000
17,Cust_17,12,87033.0000
294,Cust_294,10,66983.0000
651,Cust_651,9,32935.0000
617,Cust_617,14,100969.0000
3305,Cust_3305,6,27855.0000
1928,Cust_1928,8,53070.0000
3682,Cust_3682,9,36134.0000
2323,Cust_2323,11,71066.0000
2726,Cust_2726,11,69319.0000
2069,Cust_2069,11,49798.0000
3013,Cust_3013,15,42805.0000
4799,Cust_4799,12,58279.0000
3280,Cust_3280,13,67895.0000
2760,Cust_2760,8,65400.0000
4461,Cust_4461,12,80200.0000
560,Cust_560,15,85452.0000
1846,Cust_1846,10,68313.0000
1101,Cust_1101,12,72713.0000
2291,Cust_2291,12,91489.0000
4443,Cust_4443,9,35152.0000
1352,Cust_1352,15,105157.0000
1324,Cust_1324,10,60250.0000
572,Cust_572,11,66654.0000
1329,Cust_1329,7,51476.0000
1582,Cust_1582,9,61973.0000
3238,Cust_3238,11,78239.0000
643,Cust_643,8,52052.0000
854,Cust_854,7,47066.0000
3030,Cust_3030,10,68282.0000
2447,Cust_2447,19,114947.0000
4145,Cust_4145,10,60741.0000
1102,Cust_1102,8,41319.0000
1983,Cust_1983,13,74266.0000
2214,Cust_2214,6,26721.0000
4608,Cust_4608,9,48861.0000
2651,Cust_2651,7,45853.0000
4713,Cust_4713,8,52471.0000
3897,Cust_3897,3,18360.0000
4282,Cust_4282,11,76116.0000
3808,Cust_3808,15,58696.0000
483,Cust_483,9,58459.0000
1892,Cust_1892,9,60010.0000
3300,Cust_3300,10,61875.0000
3370,Cust_3370,12,80894.0000
339,Cust_339,9,63919.0000
4082,Cust_4082,5,22324.0000
1654,Cust_1654,7,39430.0000
3596,Cust_3596,9,28090.0000
4449,Cust_4449,3,36295.0000
4194,Cust_4194,9,38905.0000
4780,Cust_4780,7,32606.0000
956,Cust_956,9,53074.0000
3963,Cust_3963,8,57876.0000
424,Cust_424,4,21189.0000
2332,Cust_2332,7,40476.0000
364,Cust_364,10,69799.0000
2670,Cust_2670,10,85371.0000
1009,Cust_1009,9,69322.0000
2148,Cust_2148,12,73009.0000
4225,Cust_4225,14,117241.0000
942,Cust_942,13,83125.0000
4940,Cust_4940,10,86979.0000
3868,Cust_3868,12,81225.0000
3126,Cust_3126,10,48969.0000
1878,Cust_1878,14,77323.0000
1285,Cust_1285,19,107622.0000
3272,Cust_3272,9,28218.0000
1844,Cust_1844,7,48057.0000
1514,Cust_1514,7,38576.0000
614,Cust_614,14,78473.0000
2279,Cust_2279,8,51089.0000
2063,Cust_2063,8,84883.0000
3022,Cust_3022,12,60045.0000
1520,Cust_1520,4,11056.0000
1625,Cust_1625,12,62290.0000
2840,Cust_2840,9,43536.0000
448,Cust_448,5,24554.0000
1957,Cust_1957,11,56193.0000
2416,Cust_2416,20,152665.0000
4627,Cust_4627,15,91119.0000
871,Cust_871,10,69570.0000
1391,Cust_1391,8,43701.0000
923,Cust_923,12,84361.0000
4588,Cust_4588,12,73614.0000
3321,Cust_3321,10,54390.0000
3674,Cust_3674,6,42670.0000
3146,Cust_3146,10,41500.0000
683,Cust_683,7,50981.0000
1676,Cust_1676,14,77190.0000
3181,Cust_3181,4,26121.0000
2871,Cust_2871,8,68153.0000
3302,Cust_3302,9,65212.0000
450,Cust_450,20,119922.0000
390,Cust_390,14,99025.0000
2850,Cust_2850,11,83893.0000
1253,Cust_1253,9,59114.0000
2537,Cust_2537,12,125113.0000
1939,Cust_1939,9,54535.0000
2663,Cust_2663,12,66805.0000
4471,Cust_4471,7,42485.0000
4308,Cust_4308,11,74143.0000
2560,Cust_2560,7,27953.0000
4612,Cust_4612,11,68832.0000
983,Cust_983,12,83047.0000
3902,Cust_3902,15,116649.0000
798,Cust_798,21,147227.0000
2606,Cust_2606,12,61297.0000
4899,Cust_4899,6,27256.0000
1572,Cust_1572,11,75013.0000
4034,Cust_4034,9,47415.0000
3220,Cust_3220,10,48512.0000
4743,Cust_4743,11,54558.0000
996,Cust_996,11,91651.0000
966,Cust_966,10,102549.0000
1286,Cust_1286,7,42446.0000
181,Cust_181,6,19608.0000
1415,Cust_1415,5,34196.0000
1677,Cust_1677,9,60379.0000
1108,Cust_1108,11,102311.0000
4974,Cust_4974,8,47744.0000
857,Cust_857,5,22195.0000
3130,Cust_3130,10,66098.0000
3566,Cust_3566,6,37898.0000
144,Cust_144,10,57935.0000
1869,Cust_1869,9,67908.0000
4542,Cust_4542,9,23294.0000
1980,Cust_1980,15,104355.0000
302,Cust_302,14,101716.0000
94,Cust_94,7,28305.0000
3891,Cust_3891,5,39507.0000
1759,Cust_1759,8,29640.0000
4718,Cust_4718,8,56615.0000
3821,Cust_3821,7,30759.0000
4132,Cust_4132,12,56448.0000
4036,Cust_4036,10,37488.0000
631,Cust_631,8,90671.0000
1965,Cust_1965,10,62766.0000
51,Cust_51,13,83124.0000
2797,Cust_2797,13,65054.0000
3335,Cust_3335,12,102402.0000
829,Cust_829,5,21873.0000
4392,Cust_4392,9,55672.0000
3311,Cust_3311,12,70469.0000
4690,Cust_4690,7,30406.0000
4813,Cust_4813,8,47951.0000
3849,Cust_3849,13,98379.0000
1783,Cust_1783,9,60412.0000
341,Cust_341,17,86890.0000
660,Cust_660,7,29654.0000
4533,Cust_4533,6,43288.0000
4972,Cust_4972,14,103900.0000
838,Cust_838,12,41958.0000
3364,Cust_3364,7,35098.0000
917,Cust_917,19,115800.0000
4702,Cust_4702,10,73290.0000
766,Cust_766,10,63522.0000
1906,Cust_1906,11,51009.0000
1496,Cust_1496,9,71486.0000
391,Cust_391,10,70942.0000
4189,Cust_4189,13,105112.0000
4748,Cust_4748,12,79247.0000
2275,Cust_2275,12,60265.0000
3661,Cust_3661,6,39053.0000
1465,Cust_1465,11,75483.0000
2349,Cust_2349,10,63488.0000
2183,Cust_2183,2,9798.0000
1328,Cust_1328,9,72677.0000
2880,Cust_2880,5,34550.0000
3618,Cust_3618,6,61794.0000
1399,Cust_1399,4,29750.0000
4102,Cust_4102,8,45222.0000
3198,Cust_3198,7,56115.0000
3771,Cust_3771,8,52216.0000
2732,Cust_2732,10,46399.0000
4410,Cust_4410,14,69310.0000
4653,Cust_4653,16,107556.0000
3968,Cust_3968,15,109094.0000
79,Cust_79,8,34569.0000
4925,Cust_4925,11,55726.0000
4220,Cust_4220,6,40358.0000
2900,Cust_2900,12,70250.0000
4320,Cust_4320,8,52685.0000
2491,Cust_2491,7,53517.0000
71,Cust_71,11,71536.0000
3026,Cust_3026,6,40758.0000
3547,Cust_3547,8,63830.0000
1366,Cust_1366,12,75899.0000
4615,Cust_4615,8,42642.0000
4919,Cust_4919,9,31385.0000
2702,Cust_2702,12,80967.0000
3044,Cust_3044,11,59349.0000
2006,Cust_2006,7,38299.0000
4944,Cust_4944,12,86528.0000
1568,Cust_1568,13,90289.0000
2080,Cust_2080,9,79017.0000
2684,Cust_2684,8,39988.0000
82,Cust_82,18,135225.0000
3581,Cust_3581,7,74089.0000
2179,Cust_2179,10,54745.0000
1031,Cust_1031,8,41655.0000
1773,Cust_1773,12,70549.0000
4109,Cust_4109,7,56843.0000
2347,Cust_2347,7,60764.0000
3414,Cust_3414,7,47964.0000
4370,Cust_4370,8,44556.0000
1691,Cust_1691,9,58870.0000
4766,Cust_4766,5,23928.0000
2319,Cust_2319,7,32697.0000
322,Cust_322,10,64250.0000
3537,Cust_3537,9,62838.0000
1112,Cust_1112,7,46019.0000
281,Cust_281,3,4989.0000
1888,Cust_1888,8,31307.0000
39,Cust_39,6,51413.0000
4729,Cust_4729,12,70426.0000
1953,Cust_1953,13,110388.0000
1027,Cust_1027,13,112772.0000
2849,Cust_2849,8,68427.0000
1308,Cust_1308,13,61073.0000
1963,Cust_1963,6,42883.0000
2035,Cust_2035,11,85298.0000
3325,Cust_3325,13,71795.0000
1463,Cust_1463,9,64735.0000
2209,Cust_2209,7,46531.0000
3578,Cust_3578,11,62433.0000
4921,Cust_4921,12,82429.0000
3724,Cust_3724,13,110912.0000
2444,Cust_2444,9,31249.0000
1575,Cust_1575,9,59638.0000
4758,Cust_4758,11,77399.0000
1130,Cust_1130,17,118324.0000
717,Cust_717,15,76400.0000
57,Cust_57,9,36439.0000
381,Cust_381,11,50810.0000
2652,Cust_2652,6,44714.0000
93,Cust_93,11,73199.0000
1143,Cust_1143,9,63787.0000
2145,Cust_2145,9,57980.0000
3454,Cust_3454,5,39964.0000
469,Cust_469,8,46734.0000
2864,Cust_2864,8,41151.0000
1577,Cust_1577,8,38447.0000
340,Cust_340,8,58871.0000
1124,Cust_1124,13,121902.0000
4578,Cust_4578,8,66274.0000
2173,Cust_2173,12,82922.0000
806,Cust_806,14,99982.0000
1918,Cust_1918,10,62652.0000
3816,Cust_3816,14,73178.0000
3338,Cust_3338,11,61985.0000
3498,Cust_3498,7,21956.0000
2759,Cust_2759,7,56938.0000
1616,Cust_1616,12,97593.0000
2787,Cust_2787,10,84949.0000
551,Cust_551,6,25946.0000
2427,Cust_2427,10,44742.0000
1532,Cust_1532,13,122343.0000
893,Cust_893,12,75385.0000
1410,Cust_1410,12,112939.0000
3352,Cust_3352,12,111697.0000
1883,Cust_1883,7,21985.0000
1623,Cust_1623,13,73307.0000
812,Cust_812,9,57514.0000
2207,Cust_2207,8,39515.0000
346,Cust_346,7,33338.0000
534,Cust_534,10,69222.0000
4586,Cust_4586,10,85900.0000
3782,Cust_3782,15,92994.0000
765,Cust_765,7,25186.0000
136,Cust_136,11,43864.0000
3523,Cust_3523,10,64841.0000
2707,Cust_2707,8,52407.0000
4523,Cust_4523,9,56357.0000
898,Cust_898,15,64245.0000
3800,Cust_3800,8,67218.0000
3683,Cust_3683,8,50731.0000
1876,Cust_1876,11,80523.0000
2282,Cust_2282,13,96520.0000
1288,Cust_1288,15,98954.0000
4484,Cust_4484,15,83355.0000
4212,Cust_4212,5,32376.0000
789,Cust_789,11,77809.0000
245,Cust_245,14,97609.0000
1649,Cust_1649,14,116636.0000
1692,Cust_1692,11,84990.0000
1830,Cust_1830,4,13628.0000
2477,Cust_2477,7,43873.0000
2473,Cust_2473,9,77104.0000
3490,Cust_3490,12,91617.0000
1535,Cust_1535,11,59916.0000
384,Cust_384,11,55276.0000
2623,Cust_2623,9,42687.0000
3202,Cust_3202,15,102309.0000
315,Cust_315,5,15372.0000
2991,Cust_2991,10,52518.0000
2582,Cust_2582,10,47886.0000
727,Cust_727,9,59955.0000
4845,Cust_4845,9,46560.0000
1778,Cust_1778,18,101181.0000
3301,Cust_3301,9,49083.0000
1284,Cust_1284,9,58946.0000
2351,Cust_2351,8,42958.0000
293,Cust_293,14,78133.0000
3391,Cust_3391,13,73995.0000
3095,Cust_3095,13,49181.0000
2285,Cust_2285,7,44516.0000
1474,Cust_1474,9,58559.0000
732,Cust_732,7,40722.0000
4495,Cust_4495,15,109300.0000
480,Cust_480,10,77413.0000
1622,Cust_1622,10,49170.0000
3882,Cust_3882,10,53484.0000
1142,Cust_1142,9,72495.0000
4537,Cust_4537,7,42782.0000
945,Cust_945,16,117771.0000
4146,Cust_4146,11,44413.0000
1044,Cust_1044,8,22606.0000
1743,Cust_1743,5,48466.0000
4387,Cust_4387,8,78293.0000
2175,Cust_2175,6,30182.0000
4267,Cust_4267,13,75135.0000
2708,Cust_2708,7,26583.0000
283,Cust_283,8,40298.0000
4072,Cust_4072,15,74051.0000
2150,Cust_2150,7,47255.0000
3763,Cust_3763,10,70900.0000
223,Cust_223,12,76543.0000
3739,Cust_3739,11,79464.0000
3974,Cust_3974,14,103861.0000
1438,Cust_1438,12,73799.0000
2820,Cust_2820,12,59957.0000
303,Cust_303,7,31624.0000
1189,Cust_1189,7,71859.0000
4123,Cust_4123,9,71483.0000
2129,Cust_2129,11,46088.0000
4204,Cust_4204,8,51879.0000
2814,Cust_2814,6,37981.0000
1278,Cust_1278,11,60655.0000
2989,Cust_2989,10,53621.0000
4597,Cust_4597,4,26381.0000
3223,Cust_3223,6,54002.0000
3019,Cust_3019,9,41208.0000
3935,Cust_3935,10,46068.0000
3855,Cust_3855,10,62102.0000
325,Cust_325,11,63161.0000
3637,Cust_3637,6,30674.0000
3610,Cust_3610,12,106184.0000
4424,Cust_4424,7,31523.0000
2680,Cust_2680,11,70716.0000
4180,Cust_4180,9,52662.0000
3096,Cust_3096,8,43305.0000
4172,Cust_4172,11,72127.0000
1716,Cust_1716,10,58091.0000
2697,Cust_2697,12,82922.0000
4330,Cust_4330,12,75342.0000
1636,Cust_1636,8,79024.0000
2770,Cust_2770,8,46742.0000
361,Cust_361,14,90956.0000
654,Cust_654,7,45827.0000
3983,Cust_3983,10,44980.0000
50,Cust_50,4,18995.0000
126,Cust_126,10,53673.0000
3727,Cust_3727,10,86418.0000
2375,Cust_2375,9,54303.0000
3769,Cust_3769,10,59690.0000
3927,Cust_3927,10,111653.0000
3393,Cust_3393,14,120264.0000
3906,Cust_3906,11,78254.0000
2764,Cust_2764,8,40035.0000
2014,Cust_2014,10,44175.0000
712,Cust_712,11,75407.0000
3694,Cust_3694,13,90362.0000
1445,Cust_1445,8,24917.0000
1487,Cust_1487,11,50350.0000
3892,Cust_3892,8,52274.0000
235,Cust_235,9,67646.0000
3066,Cust_3066,16,100337.0000
644,Cust_644,11,102958.0000
3981,Cust_3981,9,66640.0000
1023,Cust_1023,7,52202.0000
2835,Cust_2835,8,59282.0000
663,Cust_663,9,57031.0000
1594,Cust_1594,10,58612.0000
2496,Cust_2496,10,81366.0000
1519,Cust_1519,7,37623.0000
2306,Cust_2306,14,94513.0000
4029,Cust_4029,7,61630.0000
4619,Cust_4619,12,42955.0000
4203,Cust_4203,7,65494.0000
3036,Cust_3036,9,44922.0000
3011,Cust_3011,11,75864.0000
2794,Cust_2794,16,77042.0000
3807,Cust_3807,8,72216.0000
2730,Cust_2730,10,62040.0000
4110,Cust_4110,10,48472.0000
3484,Cust_3484,12,64287.0000
2771,Cust_2771,14,99159.0000
3750,Cust_3750,14,60729.0000
1295,Cust_1295,12,63012.0000
297,Cust_297,8,63830.0000
2543,Cust_2543,11,88973.0000
2130,Cust_2130,13,80009.0000
2701,Cust_2701,21,127939.0000
3309,Cust_3309,4,19132.0000
2970,Cust_2970,4,14227.0000
695,Cust_695,9,68908.0000
3488,Cust_3488,15,85784.0000
4497,Cust_4497,11,68236.0000
2640,Cust_2640,7,46885.0000
1954,Cust_1954,11,49655.0000
4534,Cust_4534,13,76299.0000
1547,Cust_1547,6,36406.0000
1455,Cust_1455,10,40273.0000
2098,Cust_2098,6,29590.0000
6,Cust_6,10,73300.0000
140,Cust_140,8,76683.0000
352,Cust_352,7,54726.0000
4621,Cust_4621,15,74055.0000
2751,Cust_2751,11,59902.0000
1850,Cust_1850,11,76279.0000
1626,Cust_1626,9,61748.0000
1811,Cust_1811,9,42156.0000
2060,Cust_2060,8,70579.0000
1916,Cust_1916,10,52287.0000
371,Cust_371,11,62139.0000
940,Cust_940,13,81640.0000
4458,Cust_4458,11,56541.0000
72,Cust_72,15,92041.0000
97,Cust_97,9,44561.0000
3187,Cust_3187,10,67051.0000
449,Cust_449,13,81568.0000
409,Cust_409,9,42938.0000
1946,Cust_1946,10,85174.0000
539,Cust_539,12,74670.0000
4966,Cust_4966,10,44794.0000
1587,Cust_1587,17,101772.0000
786,Cust_786,17,121770.0000
3262,Cust_3262,11,89832.0000
1036,Cust_1036,4,34921.0000
990,Cust_990,12,95512.0000
1849,Cust_1849,11,51933.0000
728,Cust_728,5,44405.0000
2824,Cust_2824,14,98687.0000
3643,Cust_3643,9,41646.0000
2643,Cust_2643,8,30873.0000
1133,Cust_1133,10,89465.0000
3877,Cust_3877,8,52080.0000
2774,Cust_2774,12,60122.0000
2779,Cust_2779,9,30200.0000
4051,Cust_4051,10,69373.0000
1077,Cust_1077,13,81776.0000
3131,Cust_3131,12,94299.0000
4629,Cust_4629,10,46307.0000
4415,Cust_4415,13,69738.0000
2334,Cust_2334,10,80449.0000
1802,Cust_1802,8,62198.0000
3464,Cust_3464,10,49239.0000
1263,Cust_1263,9,63461.0000
1492,Cust_1492,9,79466.0000
4790,Cust_4790,9,42858.0000
3108,Cust_3108,11,81491.0000
1140,Cust_1140,8,50658.0000
3144,Cust_3144,8,39055.0000
