order_id,customer_id,product_id,order_date,quantity
11276,205,376,2023-08-06,3
11277,3830,45,2024-05-16,1
11278,3110,435,2024-11-29,4
11279,4095,170,2024-03-25,3
11280,1333,423,2023-06-30,2
11281,2049,20,2024-05-07,2
11282,1850,245,2024-09-10,1
11283,4843,471,2024-09-15,1
11284,1238,207,2023-05-18,4
11285,2019,402,2023-01-04,1
11286,518,116,2024-12-30,3
11287,1439,167,2024-04-10,4
11288,4087,355,2023-12-30,4
11289,2053,285,2024-08-20,4
11290,4369,276,2024-07-27,2
11291,4518,426,2024-03-01,3
11292,2313,335,2023-01-29,1
11293,2260,96,2023-07-26,1
11294,3150,12,2024-05-26,3
11295,782,496,2024-03-01,1
11296,2714,312,2024-01-30,1
11297,1245,371,2024-12-24,2
11298,2417,268,2024-04-19,2
11299,976,473,2023-09-03,1
11300,3492,53,2024-01-06,4
11301,3426,98,2023-05-23,2
11302,417,264,2024-10-04,3
11303,215,314,2023-01-28,4
11304,3979,280,2023-04-26,1
11305,1136,365,2024-03-12,3
11306,3776,61,2024-11-12,3
11307,1583,129,2023-01-15,4
11308,4524,89,2023-02-09,1
11309,733,482,2024-04-18,4
11310,2747,78,2023-02-03,3
11311,2264,228,2024-07-01,1
11312,4509,70,2023-10-10,3
11313,3805,173,2024-02-02,1
11314,2428,393,2023-08-30,2
11315,232,112,2023-05-11,4
11316,4931,385,2023-05-11,4
11317,4354,457,2024-08-21,4
11318,403,152,2024-12-09,3
11319,4866,60,2023-07-07,4
11320,65,231,2024-02-26,1
11321,2238,466,2024-04-28,4
11322,950,432,2023-05-05,1
11323,173,423,2024-10-03,2
11324,2676,274,2023-04-25,3
11325,1251,105,2024-04-07,2
11326,3049,348,2023-04-10,3
11327,4006,308,2024-04-20,3
11328,638,258,2024-12-18,2
11329,949,357,2023-01-30,2
11330,2261,233,2024-08-30,3
11331,1695,164,2023-08-31,3
11332,4848,304,2023-03-20,3
11333,4758,373,2023-07-10,2
11334,143,344,2024-10-27,4
11335,4582,291,2024-12-23,2
11336,1461,198,2024-06-15,1
11337,3888,337,2024-05-17,2
11338,293,94,2023-04-25,4
11339,1644,115,2023-10-09,1
11340,2719,72,2024-04-24,4
11341,838,426,2024-06-09,1
11342,1038,458,2023-03-27,2
11343,272,336,2024-08-26,4
11344,1959,294,2024-05-22,4
11345,2370,154,2024-07-03,3
11346,806,287,2023-07-04,4
11347,3175,254,2024-06-25,4
11348,883,180,2023-08-15,2
11349,832,444,2024-07-20,2
11350,3172,8,2023-12-20,1
11351,2192,189,2023-04-19,1
11352,2041,35,2024-12-15,2
11353,1595,290,2023-11-29,4
11354,1627,138,2024-07-31,3
11355,3585,168,2024-11-06,3
11356,274,108,2024-10-31,2
11357,590,308,2024-04-08,4
11358,2701,140,2024-03-13,3
11359,583,361,2024-12-19,3
11360,3634,155,2023-12-09,1
11361,1991,147,2023-12-31,2
11362,1259,313,2023-12-03,4
11363,2867,218,2024-12-22,3
11364,3739,54,2024-11-02,2
11365,572,15,2023-01-16,1
11366,545,223,2023-05-22,2
11367,4223,366,2023-03-07,3
11368,4829,421,2024-12-10,4
11369,4513,189,2024-07-09,1
11370,638,402,2024-10-09,2
11371,41,221,2023-03-29,1
11372,4883,300,2023-07-05,4
11373,4393,347,2023-02-08,1
11374,1621,358,2023-11-02,4
11375,3673,384,2024-03-02,2
11376,4138,340,2024-06-26,2
11377,4129,149,2023-03-05,1
11378,1300,285,2023-03-26,3
11379,4712,107,2024-10-21,3
11380,160,271,2023-09-15,1
11381,1953,342,2023-10-26,1
11382,1732,343,2024-07-05,4
11383,2447,324,2023-02-27,4
11384,3163,251,2023-04-23,1
11385,1733,344,2023-03-27,2
11386,581,64,2023-09-26,4
11387,220,270,2024-05-26,4
11388,4475,165,2023-05-03,3
11389,1750,54,2024-04-12,2
11390,1471,315,2023-04-18,2
11391,4329,128,2023-08-11,1
11392,1395,187,2024-02-14,3
11393,922,213,2023-09-02,1
11394,2774,311,2023-08-10,3
11395,4463,427,2024-09-27,4
11396,4577,180,2023-11-25,2
11397,3435,295,2024-02-27,2
11398,3583,333,2024-11-12,1
11399,1119,147,2023-09-02,3
11400,1866,184,2024-06-27,1
11401,4312,474,2023-03-17,2
11402,725,164,2024-01-15,1
11403,712,180,2024-12-16,2
11404,1826,300,2023-04-01,2
11405,3927,302,2023-10-29,4
11406,391,97,2024-06-21,4
11407,1071,168,2023-04-17,3
11408,4488,336,2023-07-25,1
11409,2766,181,2024-01-30,4
11410,4481,441,2024-09-01,4
11411,2429,403,2024-11-24,4
11412,4495,485,2023-01-08,1
11413,2148,462,2024-11-09,2
11414,3573,300,2023-01-15,2
11415,4479,236,2023-07-12,1
11416,2755,94,2024-11-05,3
11417,3264,223,2024-05-15,3
11418,3826,404,2023-01-06,2
11419,3417,300,2023-04-25,3
11420,2058,427,2023-03-07,2
11421,2312,111,2023-04-05,4
11422,2880,263,2023-06-30,2
11423,3643,298,2024-12-23,3
11424,2610,62,2023-01-19,4
11425,1431,229,2024-06-08,2
11426,1914,239,2023-05-04,3
11427,758,258,2023-09-21,3
11428,2135,214,2024-01-12,3
11429,1913,77,2023-04-02,1
11430,1740,46,2023-12-13,3
11431,3218,244,2024-07-21,1
11432,4757,38,2023-04-27,1
11433,1135,95,2023-10-21,4
11434,3713,385,2023-12-28,1
11435,765,431,2024-07-27,1
11436,2726,363,2023-07-08,3
11437,3369,141,2023-10-29,1
11438,3498,60,2024-02-22,1
11439,1673,465,2024-06-20,2
11440,3406,448,2024-05-27,4
11441,583,452,2024-04-03,2
11442,4767,55,2023-09-28,1
11443,4634,107,2024-04-18,1
11444,1822,287,2024-07-12,3
11445,1186,353,2023-06-15,3
11446,4526,398,2023-06-10,4
11447,1638,213,2024-02-15,2
11448,2181,86,2024-03-11,3
11449,189,389,2024-12-24,2
11450,1747,375,2023-09-25,4
11451,3827,182,2024-01-13,3
11452,2621,181,2024-03-20,3
11453,3946,165,2024-02-25,1
11454,2327,96,2023-01-06,2
11455,1185,441,2023-08-03,3
11456,2794,3,2024-04-07,3
11457,2947,489,2024-01-18,2
11458,2501,205,2023-12-14,3
11459,4947,395,2024-01-27,2
11460,170,242,2024-06-01,1
11461,4926,298,2023-07-07,2
11462,2746,183,2023-06-03,2
11463,1081,166,2023-06-26,1
11464,1264,152,2023-05-07,4
11465,4865,393,2023-05-22,2
11466,4454,397,2024-03-01,2
11467,2249,342,2024-01-04,3
11468,3909,402,2024-08-21,4
11469,1326,266,2024-07-23,4
11470,3178,495,2024-02-27,4
11471,3874,140,2023-09-10,2
11472,2149,244,2024-10-25,3
11473,1689,478,2023-09-05,3
11474,2986,303,2023-01-16,4
11475,2077,238,2024-02-01,1
11476,1530,211,2023-04-24,4
11477,1462,339,2024-02-18,3
11478,1403,117,2023-05-21,2
11479,73,10,2024-12-25,4
11480,4350,385,2023-12-05,1
11481,4035,441,2023-06-04,1
11482,4612,500,2024-02-26,2
11483,2797,71,2024-05-06,1
11484,4517,119,2023-02-07,1
11485,2494,119,2023-06-28,4
11486,4975,395,2023-05-31,2
11487,4232,437,2024-10-17,2
11488,3577,127,2023-02-15,3
11489,33,260,2024-12-28,2
11490,2695,228,2024-05-25,3
11491,4374,445,2023-04-24,2
11492,4846,469,2024-12-20,2
11493,3599,86,2024-03-08,1
11494,2393,266,2024-02-04,4
11495,4113,215,2023-09-24,2
11496,2872,389,2024-02-14,1
11497,2678,445,2023-08-21,2
11498,1402,240,2023-01-15,2
11499,818,380,2023-07-05,2
11500,1661,332,2023-12-04,1
11501,4563,249,2023-01-18,3
11502,4724,414,2023-07-16,1
11503,2439,57,2023-10-13,3
11504,2984,417,2023-06-08,1
11505,1211,165,2024-10-26,4
11506,600,338,2023-12-29,2
11507,1847,196,2024-04-11,1
11508,1856,475,2023-07-29,3
11509,1888,239,2024-05-10,2
11510,680,279,2023-05-11,3
11511,3253,70,2024-06-13,3
11512,1836,263,2023-12-22,2
11513,4031,19,2024-03-11,1
11514,2178,238,2023-10-15,2
11515,149,399,2024-07-14,4
11516,1496,373,2023-06-14,3
11517,4914,240,2023-03-12,3
11518,1745,342,2023-10-11,1
11519,1647,416,2023-02-01,3
11520,2996,335,2023-06-18,4
11521,1673,315,2024-02-24,1
11522,1940,70,2023-03-27,3
11523,658,198,2023-01-10,3
11524,3668,262,2024-06-12,2
11525,1054,332,2023-12-18,4
11526,4072,194,2024-07-21,1
11527,577,473,2023-05-19,4
11528,3096,132,2023-10-28,3
11529,3032,375,2023-05-07,2
11530,4819,70,2024-06-12,3
11531,4780,255,2023-07-11,4
11532,4838,185,2024-04-19,1
11533,2973,234,2024-09-25,1
11534,3949,445,2024-07-20,2
11535,2046,371,2023-07-26,1
11536,3937,440,2023-09-18,4
11537,2949,357,2023-04-17,1
11538,1628,230,2024-09-23,3
11539,1489,142,2023-11-29,3
11540,4146,111,2023-02-11,4
11541,4199,83,2024-12-24,2
11542,4464,243,2023-12-14,4
11543,936,7,2023-05-11,1
11544,3564,438,2023-04-07,4
11545,3630,466,2024-05-19,1
11546,1715,442,2023-10-12,4
11547,1803,61,2024-04-06,2
11548,1421,364,2024-09-11,4
11549,3592,328,2024-10-05,3
11550,3521,412,2023-06-27,1
11551,3312,213,2023-08-05,1
11552,2306,183,2024-01-28,4
11553,1996,355,2024-11-30,4
11554,1968,239,2023-01-12,3
11555,3715,458,2023-11-08,3
11556,4036,53,2024-05-31,2
11557,4486,220,2024-04-21,4
11558,4869,83,2024-09-06,3
11559,3459,172,2023-06-26,1
11560,394,483,2023-10-03,2
11561,4779,28,2024-10-01,3
11562,3731,302,2023-10-12,2
11563,4366,177,2023-09-04,4
11564,4245,379,2023-07-30,3
11565,4907,451,2023-10-19,4
11566,28,487,2023-04-07,1
11567,3492,155,2024-10-09,1
11568,4262,249,2023-06-07,4
11569,1174,465,2023-07-08,4
11570,339,207,2023-09-09,2
11571,1069,244,2023-12-17,2
11572,842,490,2024-01-20,2
11573,4285,167,2024-04-11,2
11574,4747,214,2024-11-16,4
11575,294,84,2023-11-07,3
11576,1858,27,2023-04-20,2
11577,1323,35,2024-08-15,3
11578,1648,303,2023-04-16,4
11579,4899,308,2024-06-26,2
11580,3621,69,2023-03-05,3
11581,4527,194,2023-10-03,3
11582,3095,297,2024-01-11,2
11583,3492,50,2023-10-12,4
11584,3496,45,2023-08-19,2
11585,4583,276,2023-07-02,3
11586,3802,120,2024-08-07,3
11587,89,455,2024-06-28,4
11588,4367,292,2024-10-19,1
11589,1957,200,2023-06-30,3
11590,900,91,2023-09-23,2
11591,3478,326,2024-06-23,1
11592,1745,152,2023-12-19,4
11593,4374,164,2024-05-01,3
11594,2254,133,2024-05-07,1
11595,3662,212,2024-07-26,2
11596,2961,404,2023-08-08,2
11597,1634,181,2024-11-30,3
11598,862,256,2024-08-21,2
11599,4702,361,2024-10-27,1
11600,1014,424,2023-02-12,4
11601,3300,98,2024-06-28,1
11602,1507,359,2023-01-16,3
11603,3206,124,2024-11-02,3
11604,4804,178,2024-09-21,2
11605,978,330,2024-06-06,1
11606,3462,451,2023-04-18,1
11607,1818,241,2024-09-07,4
11608,3685,226,2023-11-14,4
11609,4059,163,2024-09-14,3
11610,2635,320,2024-05-26,2
11611,4902,421,2024-10-27,3
11612,4816,301,2023-04-29,1
11613,3667,493,2023-01-01,2
11614,949,294,2023-11-09,1
11615,474,366,2023-03-14,2
11616,568,471,2023-11-24,1
11617,3433,357,2024-05-21,3
11618,4024,341,2024-08-29,2
11619,2259,155,2023-07-31,3
11620,3145,248,2023-05-27,4
11621,4311,193,2024-08-30,2
11622,4996,73,2023-04-29,4
11623,1983,259,2023-10-14,4
11624,1097,315,2023-01-22,3
11625,3571,230,2023-05-01,4
11626,3391,100,2023-03-17,4
11627,2673,226,2023-03-24,3
11628,3647,30,2023-12-23,2
11629,2420,223,2024-07-31,3
11630,4280,222,2023-09-17,4
11631,3349,16,2024-10-31,2
11632,674,285,2023-05-31,1
11633,2803,454,2024-06-02,4
11634,2370,206,2024-08-10,2
11635,4531,458,2023-04-15,1
11636,1067,216,2023-07-22,1
11637,688,100,2024-07-11,4
11638,4984,24,2023-07-25,2
11639,69,263,2023-07-14,1
11640,2104,433,2023-11-19,3
11641,420,447,2024-09-03,1
11642,3999,101,2024-09-06,2
11643,2598,46,2023-08-04,3
11644,4339,240,2024-11-11,4
11645,2125,488,2023-02-01,3
11646,3893,304,2024-11-06,2
11647,440,102,2024-03-29,2
11648,1287,153,2023-03-11,1
11649,1209,43,2024-11-26,3
11650,1079,55,2024-09-10,1
11651,2564,418,2024-08-02,2
11652,3624,321,2023-03-09,1
11653,1254,156,2023-05-21,3
11654,3358,297,2023-08-23,4
11655,3210,413,2023-12-21,4
11656,3550,416,2024-05-06,1
11657,615,453,2024-08-14,4
11658,3079,34,2023-01-24,2
11659,2724,315,2023-02-09,2
11660,3491,238,2024-10-25,4
11661,3544,445,2023-11-09,2
11662,4516,180,2024-01-01,1
11663,1901,319,2024-10-25,4
11664,4372,154,2023-08-18,1
11665,1713,205,2023-11-15,1
11666,2330,268,2024-05-14,4
11667,3620,22,2023-05-27,4
11668,1195,457,2024-03-30,2
11669,4907,312,2023-10-13,2
11670,1379,6,2024-08-23,4
11671,1313,36,2023-07-19,3
11672,2916,126,2023-09-05,2
11673,750,458,2024-05-09,1
11674,301,229,2023-08-12,3
11675,4696,187,2023-08-26,1
11676,3983,59,2024-09-11,2
11677,4625,480,2024-12-04,3
11678,3838,68,2024-05-02,1
11679,278,308,2024-08-31,2
11680,4759,120,2024-10-25,4
11681,2559,452,2023-08-16,4
11682,3918,333,2024-10-04,4
11683,2162,336,2024-07-12,4
11684,4676,363,2024-04-19,1
11685,1390,435,2024-08-22,4
11686,691,498,2024-12-20,1
11687,4733,346,2023-12-18,1
11688,3469,353,2023-02-22,3
11689,1849,245,2024-12-20,1
11690,4919,68,2024-04-01,3
11691,4971,154,2023-11-02,1
11692,3817,329,2023-09-17,1
11693,940,297,2024-05-11,3
11694,3183,203,2023-01-24,2
11695,3310,133,2023-08-27,4
11696,2051,437,2023-06-08,4
11697,1747,422,2023-12-10,3
11698,2452,116,2024-01-11,1
11699,25,480,2023-03-29,2
11700,2557,93,2023-09-08,1
11701,61,102,2023-03-29,3
11702,123,360,2023-12-22,2
11703,2103,348,2023-06-09,3
11704,1187,437,2023-03-20,4
11705,1731,472,2024-04-14,3
11706,4642,440,2023-11-11,1
11707,4090,275,2024-04-26,1
11708,2473,118,2024-06-07,4
11709,2966,65,2024-09-09,3
11710,2278,69,2024-02-27,1
11711,4088,215,2024-03-29,3
11712,2965,309,2023-06-02,3
11713,1311,147,2023-09-04,2
11714,155,66,2023-11-09,2
11715,2213,176,2023-10-09,3
11716,3254,66,2023-07-15,2
11717,1263,201,2023-01-29,3
11718,1363,18,2023-03-20,2
11719,938,336,2023-07-02,2
11720,512,295,2023-12-19,3
11721,187,127,2024-08-14,2
11722,1846,201,2024-07-05,1
11723,1703,492,2024-05-31,3
11724,391,51,2024-05-14,1
11725,655,127,2023-02-06,2
11726,4272,151,2023-03-15,3
11727,2822,161,2023-05-01,4
11728,764,188,2024-06-26,1
11729,3401,230,2023-01-14,1
11730,4807,443,2023-10-17,2
11731,3268,98,2024-07-18,3
11732,1086,410,2023-12-05,4
11733,1930,401,2024-09-04,4
11734,4377,181,2024-06-16,3
11735,1964,334,2024-02-12,3
11736,1786,205,2024-08-30,3
11737,2275,470,2023-08-17,2
11738,2687,427,2023-08-16,2
11739,2969,304,2023-06-08,2
11740,4573,82,2023-02-19,2
11741,716,404,2023-06-27,2
11742,243,478,2023-10-26,3
11743,3916,419,2024-06-12,3
11744,1524,33,2024-12-10,3
11745,838,238,2024-10-20,3
11746,3324,81,2023-07-09,4
11747,2954,355,2024-07-05,3
11748,1346,460,2023-02-06,4
11749,2424,2,2024-08-29,3
11750,2029,418,2024-10-17,1
11751,1433,332,2023-03-18,3
11752,240,90,2024-04-07,1
11753,139,126,2024-06-21,3
11754,3194,416,2024-03-18,1
11755,420,21,2024-04-21,3
11756,304,5,2024-12-05,4
11757,2163,284,2023-11-12,1
11758,2027,343,2023-05-04,1
11759,4103,304,2024-03-10,2
11760,2227,352,2023-11-16,2
11761,1169,197,2024-04-26,2
11762,416,254,2024-01-16,2
11763,2714,355,2024-10-08,1
11764,150,250,2024-12-05,2
11765,2445,326,2023-07-11,1
11766,839,83,2023-05-26,4
11767,1697,236,2024-04-24,3
11768,4340,168,2024-04-23,3
11769,1911,6,2024-12-01,4
11770,1422,142,2023-05-08,1
11771,4975,375,2023-07-29,2
11772,3002,125,2023-01-16,3
11773,1321,323,2024-03-20,3
11774,4036,395,2023-11-27,2
11775,1524,167,2023-07-11,1
11776,3879,169,2023-10-13,1
11777,553,24,2024-09-29,2
11778,3757,171,2024-08-26,1
11779,3672,109,2024-10-11,1
11780,482,210,2024-08-09,4
11781,600,95,2024-09-22,4
11782,1165,202,2024-05-06,4
11783,4679,410,2023-03-11,4
11784,4233,285,2023-01-22,3
11785,1004,2,2024-02-02,2
11786,1983,286,2023-10-27,4
11787,1635,231,2023-03-04,4
11788,2998,254,2024-11-20,2
11789,687,111,2024-01-10,3
11790,3415,74,2024-09-28,3
11791,1760,76,2023-01-20,2
11792,4938,212,2024-03-25,1
11793,2481,441,2024-09-11,1
11794,1338,118,2023-12-11,2
11795,115,233,2024-10-16,2
11796,3958,187,2024-02-26,3
11797,569,275,2024-10-06,4
11798,1554,310,2023-09-28,3
11799,2690,454,2023-01-11,4
11800,4591,376,2024-05-09,1
11801,3341,151,2024-03-10,3
11802,2989,211,2023-02-02,3
11803,3152,351,2024-09-04,4
11804,3528,289,2024-01-16,3
11805,3016,322,2023-06-13,3
11806,822,207,2023-12-24,2
11807,3575,395,2024-05-17,4
11808,3788,90,2023-11-27,2
11809,1609,146,2024-11-05,3
11810,560,65,2023-11-16,3
11811,4064,416,2023-07-20,1
11812,4436,388,2024-08-09,4
11813,612,86,2024-05-03,3
11814,2164,292,2023-02-02,3
11815,1882,477,2024-08-25,1
11816,4170,484,2024-01-30,3
11817,3864,441,2023-11-14,4
11818,3709,370,2023-04-04,3
11819,1710,161,2023-11-13,2
11820,1762,231,2023-12-02,4
11821,1693,142,2024-03-15,4
11822,1246,432,2023-01-24,3
11823,126,239,2024-12-05,1
11824,4753,293,2023-09-19,2
11825,1200,237,2023-03-17,2
11826,2712,133,2023-10-09,2
11827,3447,306,2023-09-02,1
11828,991,189,2023-07-01,1
11829,3066,214,2024-12-02,2
11830,4955,325,2023-12-06,4
11831,1522,357,2023-09-25,1
11832,4729,422,2024-10-25,3
11833,2499,430,2024-04-24,4
11834,2566,354,2024-05-22,3
11835,4791,143,2024-10-23,1
11836,2598,496,2023-09-09,2
11837,116,293,2023-07-25,2
11838,1032,283,2024-05-30,4
11839,1242,112,2023-01-29,3
11840,1743,257,2023-05-14,3
11841,3639,413,2023-02-16,2
11842,4400,381,2024-07-20,3
11843,4091,200,2024-09-06,2
11844,1976,225,2024-03-14,3
11845,4184,391,2023-09-03,4
11846,4404,285,2024-02-13,2
11847,4898,159,2024-11-15,3
11848,164,294,2023-05-16,4
11849,3311,8,2024-05-19,3
11850,3389,95,2024-01-20,4
11851,996,165,2024-03-29,4
11852,1878,443,2023-12-24,4
11853,1824,207,2024-10-29,1
11854,4907,182,2024-01-28,1
11855,2296,500,2023-04-08,4
11856,3265,442,2023-02-18,4
11857,1349,96,2024-10-23,2
11858,1804,282,2023-03-02,3
11859,2252,432,2023-08-31,2
11860,2901,113,2024-01-07,3
11861,1594,267,2024-03-02,2
11862,433,23,2023-06-22,4
11863,3818,418,2023-12-02,2
11864,4918,289,2024-07-06,2
11865,1071,465,2024-08-28,4
11866,4601,481,2023-05-27,3
11867,115,386,2023-10-27,2
11868,1440,113,2023-01-26,2
11869,1791,317,2024-10-17,1
11870,995,132,2024-10-07,3
11871,4319,12,2024-07-02,1
11872,4732,413,2023-07-25,4
11873,4768,234,2023-06-01,1
11874,958,490,2024-04-06,1
11875,96,239,2024-04-01,2
11876,2155,363,2023-06-17,2
11877,632,103,2024-01-11,4
11878,3685,170,2023-07-22,3
11879,1702,467,2024-11-01,3
11880,698,185,2023-06-28,3
11881,32,434,2024-03-13,4
11882,4875,66,2023-08-05,3
11883,549,135,2024-10-21,4
11884,2249,125,2023-06-08,3
11885,1894,57,2024-05-19,4
11886,2835,302,2024-10-17,1
11887,1704,278,2023-12-23,3
11888,1157,395,2023-03-11,3
11889,344,417,2023-10-26,4
11890,4073,182,2023-05-03,2
11891,3463,148,2023-09-24,2
11892,2249,261,2024-09-22,4
11893,945,324,2024-02-28,4
11894,3881,14,2024-07-30,1
11895,2051,387,2023-07-05,2
11896,3286,114,2023-06-04,2
11897,2856,466,2023-06-18,4
11898,1331,442,2023-12-06,2
11899,2004,27,2024-02-23,1
11900,3616,260,2023-08-11,1
11901,1788,384,2024-05-28,1
11902,2247,451,2024-04-10,2
11903,3673,320,2024-12-25,2
11904,2156,219,2023-03-30,4
11905,3480,220,2023-01-13,1
11906,3021,342,2023-02-05,4
11907,52,170,2024-08-15,3
11908,2160,413,2023-08-26,1
11909,4391,80,2024-12-16,1
11910,3652,419,2024-03-01,1
11911,3916,275,2023-08-02,4
11912,2113,116,2023-01-15,1
11913,2622,94,2023-05-15,1
11914,4561,463,2024-10-04,4
11915,4730,69,2024-10-21,1
11916,1355,287,2024-03-02,1
11917,3755,171,2024-06-21,2
11918,210,95,2024-07-10,4
11919,238,457,2024-06-23,4
11920,336,461,2023-02-14,1
11921,3839,491,2024-11-30,1
11922,1577,149,2024-06-04,1
11923,500,366,2023-03-12,3
11924,1565,223,2023-10-23,2
11925,791,193,2023-09-10,3
11926,3541,233,2024-11-15,1
11927,3123,205,2023-07-15,4
11928,1136,162,2023-07-05,1
11929,3945,445,2024-05-12,4
11930,2349,36,2023-05-27,2
11931,4325,464,2023-04-30,1
11932,150,458,2023-06-25,2
11933,3207,230,2024-05-20,3
11934,3529,41,2023-01-28,3
11935,1625,162,2024-03-03,4
11936,2575,153,2023-01-22,3
11937,4429,441,2023-03-27,3
11938,4270,321,2024-04-26,1
11939,3285,76,2023-06-17,4
11940,2109,380,2023-10-27,2
11941,3948,251,2024-09-05,4
11942,4915,278,2024-05-10,4
11943,2264,188,2023-01-31,2
11944,1613,438,2023-04-01,3
11945,3816,377,2023-09-18,2
11946,4720,278,2024-05-04,4
11947,578,189,2024-02-17,3
11948,423,126,2023-07-16,2
11949,2764,240,2023-05-07,2
11950,1230,194,2023-04-03,3
11951,3177,429,2024-12-06,1
11952,754,200,2023-09-27,4
11953,4843,225,2024-03-18,2
11954,688,69,2024-07-18,1
11955,723,192,2024-10-30,3
11956,747,10,2023-08-17,1
11957,4338,451,2024-02-20,1
11958,2713,267,2023-11-01,1
11959,708,246,2023-06-15,1
11960,435,478,2023-04-03,4
11961,4877,412,2024-05-26,2
11962,484,261,2024-10-30,3
11963,3519,12,2024-01-20,2
11964,1534,44,2023-04-19,1
11965,170,109,2024-04-11,1
11966,1021,349,2023-07-25,1
11967,4965,90,2023-10-06,4
11968,848,477,2023-06-03,4
11969,696,285,2023-12-04,3
11970,3347,462,2024-04-07,4
11971,4014,292,2023-08-16,3
11972,32,291,2024-11-08,2
11973,177,369,2024-12-22,3
11974,2965,264,2024-07-28,1
11975,2113,272,2024-09-15,1
11976,3887,299,2023-12-06,1
11977,1503,69,2024-05-12,1
11978,2316,144,2023-07-05,1
11979,2645,56,2023-04-23,3
11980,66,41,2024-08-08,2
11981,4229,77,2024-05-01,4
11982,1929,8,2024-10-06,3
11983,585,310,2024-05-05,1
11984,1749,90,2023-04-27,3
11985,2205,376,2023-04-09,2
11986,3631,389,2023-10-24,2
11987,1893,265,2023-05-30,3
11988,2430,486,2023-01-31,1
11989,3094,194,2023-06-06,1
11990,974,71,2024-02-29,4
11991,4025,286,2024-12-01,3
11992,2643,337,2024-06-11,2
11993,1443,108,2023-02-24,4
11994,4330,95,2023-05-25,2
11995,1478,321,2023-01-18,3
11996,771,476,2024-07-25,4
11997,306,286,2023-10-12,2
11998,2,303,2023-08-07,3
11999,271,351,2024-08-29,3
12000,4517,344,2023-08-03,3
12001,3215,415,2024-09-09,4
12002,864,444,2023-12-11,4
12003,2740,245,2023-09-08,2
12004,2915,75,2024-09-22,3
12005,107,362,2024-02-10,4
12006,3169,336,2024-07-19,1
12007,4645,137,2023-12-03,2
12008,2600,222,2023-02-14,4
12009,2236,204,2024-09-06,4
12010,2800,438,2024-03-17,2
12011,1512,495,2023-05-11,1
12012,19,61,2023-05-09,3
12013,859,448,2023-07-02,1
12014,1417,464,2023-08-22,4
12015,3033,353,2023-10-28,2
12016,4506,262,2023-11-09,1
12017,1427,301,2023-10-12,1
12018,2532,65,2024-06-13,2
12019,4720,461,2023-08-22,4
12020,4752,37,2024-09-19,3
12021,4864,483,2024-01-28,4
12022,4039,492,2024-08-24,3
12023,4114,346,2024-08-22,3
12024,2232,234,2023-04-07,1
12025,2453,201,2023-03-17,1
12026,2847,401,2024-09-10,2
12027,3203,102,2024-10-16,4
12028,1817,110,2024-01-07,1
12029,1781,483,2024-04-06,2
12030,4104,409,2023-01-09,4
12031,705,50,2023-06-08,1
12032,1342,379,2024-09-01,4
12033,3463,327,2024-01-21,1
12034,3591,489,2024-07-13,1
12035,1160,367,2023-04-12,4
12036,4627,287,2023-04-19,2
12037,3723,160,2024-09-05,2
12038,3439,371,2024-01-13,1
12039,3561,304,2024-10-02,4
12040,3083,211,2024-09-24,2
12041,1716,499,2024-07-28,3
12042,2244,145,2023-02-03,1
12043,1761,189,2024-12-05,1
12044,4008,185,2024-01-03,3
12045,1797,313,2024-06-04,4
12046,2676,454,2023-09-20,2
12047,3237,473,2024-07-11,4
12048,44,249,2024-09-25,1
12049,489,161,2024-01-06,1
12050,4277,147,2023-12-10,3
12051,3149,271,2024-11-19,1
12052,4724,163,2023-06-13,4
12053,957,177,2024-01-10,1
12054,2115,480,2024-05-14,1
12055,1116,230,2023-02-14,2
12056,1782,164,2024-09-19,1
12057,2827,224,2024-01-25,2
12058,651,224,2023-08-30,1
12059,1877,232,2024-04-04,1
12060,341,54,2023-01-19,1
12061,2951,36,2023-11-04,2
12062,3376,53,2024-12-23,3
12063,2446,188,2023-02-16,1
12064,2751,482,2023-09-10,1
12065,2145,74,2024-04-27,1
12066,1355,300,2023-10-04,3
12067,3277,289,2024-01-12,1
12068,449,428,2024-06-05,1
12069,4173,311,2023-05-12,4
12070,4992,458,2023-11-09,2
12071,4645,44,2023-05-20,2
12072,798,51,2024-09-26,4
12073,3497,99,2023-05-18,3
12074,4911,342,2024-08-01,2
12075,2183,51,2023-05-16,2
12076,3327,471,2023-11-21,4
12077,646,135,2024-09-03,1
12078,720,213,2023-08-28,4
12079,1523,385,2023-05-30,4
12080,1070,141,2023-02-04,1
12081,4744,457,2024-10-05,3
12082,4888,304,2024-07-27,2
12083,4675,383,2023-05-04,2
12084,3076,114,2024-07-15,1
12085,3808,239,2024-05-22,2
12086,3362,340,2024-11-30,3
12087,2157,175,2024-06-22,2
12088,4556,47,2024-11-22,2
12089,2314,266,2023-02-09,3
12090,3506,26,2024-03-31,1
12091,4140,50,2024-03-30,2
12092,633,431,2023-12-28,3
12093,2200,428,2023-08-14,3
12094,3064,129,2024-06-25,2
12095,2911,365,2023-11-04,3
12096,623,319,2023-08-05,1
12097,361,145,2023-10-21,1
12098,2368,145,2024-06-10,4
12099,210,167,2024-05-08,2
12100,3468,43,2023-10-23,4
12101,931,460,2023-03-14,1
12102,4585,41,2023-05-13,1
12103,3944,15,2024-04-29,3
12104,4697,129,2024-05-03,4
12105,4870,58,2023-08-02,3
12106,878,54,2024-02-27,3
12107,4796,224,2023-12-26,1
